Source,Destination,Protocol,Length,Type,Duration,Label
43590,443,1,52,0,0.040194,Benign
43590,443,3,76,0,59.859518,Benign
43590,443,1,52,0,0.000071,Benign
443,43590,1,40,1,0.000632,Benign
43590,443,3,76,0,0.092272,Benign
43590,443,1,52,0,0.000059,Benign
443,43590,1,40,1,0.000641,Benign
443,43590,1,52,1,105.190788,Benign
43590,443,1,52,0,0.040265,Benign
443,43590,3,108,1,0.248426,Benign
443,43590,1,52,1,0.000019,Benign
43590,443,3,91,0,0.002997,Benign
43590,443,3,76,0,0.000113,Benign
43590,443,1,52,0,0.000032,Benign
443,43590,1,40,1,0.000505,Benign
443,43590,1,40,1,0.000016,Benign
443,43590,1,40,1,0.000022,Benign
443,43590,3,108,1,16.527191,Benign
443,43590,1,52,1,0.00002,Benign
43590,443,3,91,0,0.002371,Benign
43590,443,3,76,0,0.000067,Benign
43590,443,1,52,0,0.000029,Benign
443,43590,1,40,1,0.000638,Benign
443,43590,1,40,1,0.00001,Benign
443,43590,1,40,1,0.000004,Benign
43590,443,3,76,0,43.179765,Benign
443,43590,1,40,1,0.000711,Benign
38880,443,1,60,0,0,Benign
38880,443,1,60,0,0.000252,Benign
38880,443,1,60,0,0.000201,Benign
38880,443,1,60,0,0.00006,Benign
443,38880,1,60,1,0.006901,Benign
443,38880,1,60,1,0.000218,Benign
443,38880,1,60,1,0.000198,Benign
443,38880,1,60,1,0.000046,Benign
38880,443,1,52,0,0.000468,Benign
38880,443,1,52,0,0.000033,Benign
38880,443,1,52,0,0.000768,Benign
38880,443,1,52,0,0.000056,Benign
38880,443,2,569,0,0.004476,Benign
38880,443,2,569,0,0.000292,Benign
38880,443,2,569,0,0.000321,Benign
38880,443,2,569,0,0.000532,Benign
443,38880,1,52,1,0.006291,Benign
443,38880,1,52,1,0.000221,Benign
443,38880,1,52,1,0.00023,Benign
443,38880,1,52,1,0.000656,Benign
443,38880,2,1400,1,0.009277,Benign
443,38880,1,1400,1,0.000052,Benign
443,38880,2,644,1,0.000003,Benign
38880,443,1,52,0,0.001175,Benign
38880,443,1,52,0,0.000055,Benign
38880,443,1,52,0,0.000032,Benign
443,38880,2,642,1,0.01006,Benign
443,38880,2,642,1,0.000969,Benign
38880,443,1,64,0,0.000115,Benign
38880,443,1,64,0,0.000738,Benign
443,38880,2,642,1,0.000267,Benign
38880,443,1,64,0,0.000901,Benign
38880,443,2,178,0,0.064511,Benign
443,38880,2,294,1,0.008605,Benign
443,38880,2,96,1,0.00039,Benign
38880,443,2,191,0,0.000657,Benign
443,38880,2,90,1,0.007406,Benign
38880,443,2,1239,0,0.00109,Benign
443,38880,1,52,1,0.047935,Benign
443,38880,2,762,1,0.086326,Benign
38880,443,1,52,0,0.037817,Benign
38880,443,2,859,0,0.143218,Benign
443,38880,1,52,1,0.007359,Benign
443,38880,2,1400,1,0.445092,Benign
443,38880,1,1400,1,0.000051,Benign
443,38880,1,1400,1,0.000003,Benign
443,38880,2,1400,1,0.000002,Benign
443,38880,1,1400,1,0.000001,Benign
443,38880,1,1400,1,0.000182,Benign
443,38880,2,1400,1,0.000004,Benign
443,38880,1,1400,1,0.000001,Benign
443,38880,1,1400,1,0.000002,Benign
443,38880,2,62,1,0.000002,Benign
38880,443,1,52,0,0.00084,Benign
38880,443,1,52,0,0.000078,Benign
38880,443,1,52,0,0.000794,Benign
38880,443,1,52,0,0.000066,Benign
38880,443,1,52,0,0.000087,Benign
38880,443,1,52,0,0.000143,Benign
38880,443,1,52,0,0.000282,Benign
38880,443,1,52,0,0.000333,Benign
38880,443,1,52,0,0.0005,Benign
38880,443,1,52,0,0.000044,Benign
38880,443,2,941,0,0.095582,Benign
443,38880,1,52,1,0.007378,Benign
38880,443,2,90,0,0.001138,Benign
443,38880,1,52,1,0.007276,Benign
443,38880,2,115,1,0.126224,Benign
38880,443,1,52,0,0.087827,Benign
38880,443,2,831,0,0.072662,Benign
443,38880,1,52,1,0.007273,Benign
38880,443,2,90,0,0.206971,Benign
443,38880,1,52,1,0.007324,Benign
443,38880,2,160,1,0.127132,Benign
38880,443,2,1401,0,0.079729,Benign
443,38880,5,576,1,0.000028,Benign
38880,443,2,1204,0,0.007938,Benign
443,38880,1,64,1,0.00728,Benign
38880,443,1,1204,0,0.123229,Benign
38880,443,1,52,0,0.004136,Benign
443,38880,1,72,1,0.003165,Benign
38880,443,1,1400,0,0.078983,Benign
38880,443,1,53,0,0.000049,Benign
443,38880,1,52,1,0.00724,Benign
443,38880,2,289,1,0.115029,Benign
443,38880,2,112,1,0.007845,Benign
443,38880,2,338,1,0.003031,Benign
38880,443,2,925,0,0.089094,Benign
443,38880,1,52,1,0.007257,Benign
443,38880,1,338,1,0.008915,Benign
38880,443,1,52,0,0.07825,Benign
38880,443,1,52,0,0.000034,Benign
38880,443,1,52,0,0.000028,Benign
38880,443,1,64,0,0.000028,Benign
38880,443,2,895,0,0.006154,Benign
443,38880,2,156,1,0.038657,Benign
38880,443,2,898,0,0.001014,Benign
443,38880,1,52,1,0.047939,Benign
38880,443,2,868,0,0.001135,Benign
443,38880,1,52,1,0.007379,Benign
443,38880,2,113,1,0.070165,Benign
38880,443,2,1019,0,0.006879,Benign
443,38880,1,52,1,0.00731,Benign
443,38880,2,488,1,0.006586,Benign
38880,443,2,1193,0,0.023976,Benign
443,38880,2,156,1,0.010269,Benign
38880,443,2,836,0,0.006747,Benign
443,38880,1,52,1,0.057458,Benign
38880,443,2,90,0,0.001078,Benign
443,38880,1,52,1,0.007298,Benign
443,38880,2,106,1,0.014142,Benign
38880,443,2,902,0,0.004938,Benign
443,38880,2,516,1,0.03882,Benign
38880,443,2,90,0,0.001054,Benign
443,38880,1,52,1,0.059706,Benign
38880,443,2,429,0,0.001078,Benign
443,38880,2,128,1,0.000195,Benign
443,38880,1,52,1,0.007167,Benign
38880,443,2,878,0,0.001175,Benign
443,38880,1,52,1,0.00729,Benign
443,38880,2,106,1,0.050332,Benign
38880,443,2,930,0,0.005006,Benign
443,38880,1,52,1,0.007335,Benign
38880,443,2,90,0,0.001022,Benign
443,38880,1,52,1,0.007384,Benign
443,38880,2,106,1,0.061139,Benign
38880,443,2,1267,0,0.00472,Benign
443,38880,2,246,1,0.006128,Benign
443,38880,1,52,1,0.001242,Benign
38880,443,2,90,0,0.000787,Benign
443,38880,1,52,1,0.007375,Benign
38880,443,2,582,0,0.000966,Benign
443,38880,1,52,1,0.007374,Benign
443,38880,2,109,1,0.030154,Benign
38880,443,2,909,0,0.00481,Benign
443,38880,1,52,1,0.049308,Benign
38880,443,2,90,0,0.00102,Benign
443,38880,1,52,1,0.007457,Benign
443,38880,2,110,1,0.019741,Benign
443,38880,2,873,1,0.018821,Benign
38880,443,1,52,0,0.001861,Benign
443,38880,2,110,1,0.087975,Benign
38880,443,2,843,0,0.019239,Benign
443,38880,1,52,1,0.047907,Benign
38880,443,2,90,0,0.001932,Benign
443,38880,1,52,1,0.007321,Benign
443,38880,1,564,1,0.097133,Benign
38880,443,1,64,0,0.00127,Benign
443,38880,1,564,1,0.004905,Benign
38880,443,1,64,0,0.001067,Benign
443,38880,1,564,1,0.001442,Benign
443,38880,1,377,1,0.000009,Benign
38880,443,1,64,0,0.000976,Benign
38880,443,1,64,0,0.000056,Benign
443,38880,1,564,1,0.004989,Benign
443,38880,1,377,1,0.000008,Benign
38880,443,1,64,0,0.001128,Benign
38880,443,1,64,0,0.000055,Benign
443,38880,1,564,1,0.001049,Benign
443,38880,1,564,1,0.000043,Benign
443,38880,1,377,1,0.000002,Benign
38880,443,1,64,0,0.001297,Benign
38880,443,1,64,0,0.000055,Benign
38880,443,1,52,0,0.000033,Benign
38880,443,2,178,0,0.002095,Benign
38880,443,2,191,0,0.001416,Benign
38880,443,2,499,0,0.000934,Benign
443,38880,1,564,1,0.000528,Benign
443,38880,1,564,1,0.000007,Benign
443,38880,1,377,1,0.000002,Benign
443,38880,2,294,1,0.004872,Benign
443,38880,2,96,1,0.00007,Benign
38880,443,1,64,0,0.000211,Benign
38880,443,1,64,0,0.000042,Benign
38880,443,1,52,0,0.000029,Benign
38880,443,1,40,0,0.000625,Benign
38880,443,1,40,0,0.000029,Benign
443,38880,2,90,1,0.000481,Benign
443,38880,2,83,1,0.00027,Benign
443,38880,1,52,1,0.000032,Benign
443,38880,1,52,1,0.000168,Benign
38880,443,1,40,0,0.00019,Benign
38880,443,1,40,0,0.00042,Benign
38880,443,1,40,0,0.000054,Benign
443,38880,2,160,1,0.000085,Benign
443,38880,1,564,1,0.003095,Benign
38880,443,2,178,0,0.001124,Benign
38880,443,1,64,0,0.000047,Benign
38880,443,2,191,0,0.000481,Benign
38880,443,2,516,0,0.000898,Benign
443,38880,1,564,1,0.006075,Benign
443,38880,1,377,1,0.000053,Benign
443,38880,2,294,1,0.000313,Benign
443,38880,2,96,1,0.000041,Benign
443,38880,2,90,1,0.000547,Benign
443,38880,2,83,1,0.000014,Benign
443,38880,1,52,1,0.000021,Benign
38880,443,1,64,0,0.000304,Benign
38880,443,1,64,0,0.00005,Benign
38880,443,1,40,0,0.001099,Benign
38880,443,1,40,0,0.000172,Benign
38880,443,1,40,0,0.000046,Benign
38880,443,1,40,0,0.000035,Benign
38880,443,1,40,0,0.000028,Benign
443,38880,1,564,1,0.005875,Benign
443,38880,1,564,1,0.000057,Benign
443,38880,1,377,1,0.000002,Benign
38880,443,1,64,0,0.00137,Benign
38880,443,1,64,0,0.00004,Benign
38880,443,1,52,0,0.00003,Benign
38880,443,2,178,0,0.002732,Benign
38880,443,2,191,0,0.001085,Benign
443,38880,2,294,1,0.006629,Benign
443,38880,2,96,1,0.000049,Benign
443,38880,2,90,1,0.000845,Benign
443,38880,2,83,1,0.000198,Benign
443,38880,1,52,1,0.000048,Benign
38880,443,1,40,0,0.000039,Benign
38880,443,1,40,0,0.000043,Benign
38880,443,1,40,0,0.0009,Benign
38880,443,1,40,0,0.000042,Benign
38880,443,1,40,0,0.000032,Benign
443,38880,1,52,1,0.020145,Benign
38880,443,2,831,0,0.001249,Benign
443,38880,1,52,1,0.007359,Benign
443,38880,2,673,1,0.066907,Benign
443,38880,2,1368,1,0.005255,Benign
38880,443,1,52,0,0.001577,Benign
38880,443,2,505,0,0.031219,Benign
443,38880,1,52,1,0.007331,Benign
443,38880,2,462,1,0.017538,Benign
38880,443,1,52,0,0.037498,Benign
443,38880,2,392,1,0.072581,Benign
38880,443,1,52,0,0.00116,Benign
38880,443,2,98,0,16.518201,Benign
443,38880,2,98,1,0.007457,Benign
38880,443,1,52,0,0.00103,Benign
38880,443,2,98,0,19.991385,Benign
443,38880,2,98,1,0.007483,Benign
38880,443,1,52,0,0.001079,Benign
38880,443,2,98,0,19.991181,Benign
443,38880,2,98,1,0.007496,Benign
38880,443,1,52,0,0.001316,Benign
38880,443,1,1400,0,2.2147,Benign
38880,443,1,1400,0,0.000078,Benign
38880,443,2,581,0,0.000554,Benign
443,38880,1,52,1,0.00684,Benign
443,38880,1,52,1,0.040645,Benign
443,38880,2,177,1,0.097346,Benign
38880,443,1,52,0,0.001131,Benign
38880,443,1,1400,0,0.017528,Benign
38880,443,2,667,0,0.000058,Benign
443,38880,1,52,1,0.007325,Benign
443,38880,2,174,1,0.117711,Benign
38880,443,1,52,0,0.039501,Benign
38880,443,2,762,0,0.153182,Benign
443,38880,1,52,1,0.007393,Benign
443,38880,2,148,1,0.132351,Benign
38880,443,1,52,0,0.001546,Benign
38880,443,1,52,0,9.310518,Benign
443,38880,2,83,1,0.009279,Benign
443,38880,1,52,1,0.000275,Benign
38880,443,1,40,0,0.001605,Benign
38880,443,1,40,0,0.000055,Benign
49272,443,1,60,0,0,Benign
443,49272,1,60,1,0.000906,Benign
49272,443,1,52,0,0.002427,Benign
49272,443,3,460,0,0.002096,Benign
49272,443,3,162,0,0.000632,Benign
443,49272,1,52,1,0.00008,Benign
443,49272,3,268,1,0.000596,Benign
443,49272,3,126,1,0.000014,Benign
443,49272,3,83,1,0.000004,Benign
49272,443,1,52,0,0.001826,Benign
49272,443,1,52,0,0.000052,Benign
49272,443,1,52,0,0.000359,Benign
49272,443,3,136,0,0.00159,Benign
443,49272,3,217,1,0.000804,Benign
49272,443,1,1401,0,0.001103,Benign
443,49272,5,576,1,0.000032,Benign
49272,443,3,1401,0,0.000634,Benign
443,49272,5,576,1,0.000029,Benign
49272,443,1,1401,0,0.001248,Benign
443,49272,5,576,1,0.000029,Benign
49272,443,1,1401,0,0.000487,Benign
443,49272,5,576,1,0.000029,Benign
49272,443,3,1401,0,0.000572,Benign
443,49272,5,576,1,0.000029,Benign
49272,443,1,1401,0,0.004615,Benign
443,49272,5,576,1,0.000029,Benign
49272,443,1,1401,0,0.000611,Benign
443,49272,5,576,1,0.000032,Benign
49272,443,1,1401,0,0.000703,Benign
443,49272,5,576,1,0.000027,Benign
49272,443,3,99,0,0.00024,Benign
443,49272,1,64,1,0.000703,Benign
49272,443,1,1400,0,0.001396,Benign
443,49272,1,64,1,0.000743,Benign
49272,443,1,1400,0,0.001009,Benign
49272,443,1,54,0,0.00007,Benign
49272,443,1,1400,0,0.000654,Benign
443,49272,1,64,1,0.000013,Benign
443,49272,1,64,1,0.000011,Benign
443,49272,3,99,1,0.000189,Benign
49272,443,1,1400,0,0.000399,Benign
443,49272,1,64,1,0.000104,Benign
49272,443,1,54,0,0.000092,Benign
443,49272,1,64,1,0.000524,Benign
443,49272,1,64,1,0.000086,Benign
49272,443,1,1400,0,0.00095,Benign
49272,443,1,1400,0,0.000707,Benign
443,49272,1,64,1,0.000021,Benign
49272,443,1,54,0,0.000286,Benign
443,49272,1,64,1,0.000381,Benign
443,49272,1,64,1,0.000276,Benign
49272,443,1,1400,0,0.000088,Benign
443,49272,1,64,1,0.000738,Benign
49272,443,1,1400,0,0.000029,Benign
49272,443,1,54,0,0.00034,Benign
443,49272,1,64,1,0.000398,Benign
443,49272,1,52,1,0.000295,Benign
49272,443,1,52,0,0.033482,Benign
443,49272,3,418,1,0.028554,Benign
443,49272,3,146,1,0.000012,Benign
49272,443,1,52,0,0.003996,Benign
49272,443,1,52,0,0.000275,Benign
49272,443,1,60,0,55.958647,Benign
443,49272,1,60,1,0.000847,Benign
49272,443,1,60,0,0.001726,Benign
443,49272,1,60,1,0.000896,Benign
49272,443,1,52,0,0.000652,Benign
49272,443,1,52,0,0.003868,Benign
49272,443,3,435,0,0.004673,Benign
443,49272,1,52,1,0.000721,Benign
49272,443,3,1400,0,0.000012,Benign
443,49272,3,268,1,0.000585,Benign
443,49272,3,126,1,0.000054,Benign
49272,443,3,1400,0,0.000315,Benign
49272,443,3,179,0,0.000311,Benign
443,49272,1,52,1,0.000397,Benign
49272,443,3,435,0,0.000031,Benign
443,49272,3,109,1,0.000408,Benign
49272,443,1,52,0,0.000187,Benign
443,49272,1,52,1,0.000164,Benign
49272,443,1,52,0,0.000295,Benign
443,49272,3,268,1,0.000229,Benign
443,49272,3,126,1,0.000063,Benign
49272,443,3,136,0,0.001627,Benign
49272,443,1,52,0,0.000655,Benign
443,49272,3,217,1,0.000121,Benign
49272,443,1,52,0,0.000301,Benign
49272,443,3,142,0,0.007068,Benign
49272,443,3,83,0,0.000244,Benign
443,49272,3,217,1,0.00058,Benign
443,49272,1,52,1,0.040953,Benign
49272,443,1,52,0,0.001311,Benign
49272,443,3,76,0,0.32331,Benign
443,49272,3,76,1,0.00076,Benign
443,49272,1,52,1,0.000054,Benign
49272,443,1,52,0,0.000119,Benign
49272,443,1,1400,0,0.000927,Benign
49272,443,3,813,0,0.000309,Benign
443,49272,1,52,1,0.000501,Benign
49272,443,1,40,0,0.000019,Benign
443,49272,1,52,1,0.000221,Benign
443,49272,3,87,1,0.000235,Benign
49272,443,1,40,0,0.001706,Benign
49272,443,3,414,0,0.010769,Benign
443,49272,3,87,1,0.001026,Benign
49272,443,3,422,0,0.020585,Benign
443,49272,3,87,1,0.001082,Benign
49272,443,3,232,0,0.00395,Benign
443,49272,3,100,1,0.001167,Benign
49272,443,1,1400,0,0.003052,Benign
49272,443,3,1400,0,0.000736,Benign
49272,443,1,1400,0,0.000708,Benign
443,49272,1,52,1,0.000102,Benign
49272,443,3,1400,0,0.00213,Benign
49272,443,3,1400,0,0.000775,Benign
443,49272,1,52,1,0.000022,Benign
49272,443,1,1400,0,0.000753,Benign
443,49272,1,52,1,0.000799,Benign
49272,443,3,1400,0,0.000111,Benign
49272,443,3,1400,0,0.000986,Benign
49272,443,1,1400,0,0.000648,Benign
443,49272,1,52,1,0.000141,Benign
49272,443,3,1400,0,0.000841,Benign
443,49272,1,52,1,0.000781,Benign
49272,443,3,1400,0,0.017244,Benign
49272,443,1,1400,0,0.002136,Benign
443,49272,1,52,1,0.000812,Benign
49272,443,3,1400,0,0.001476,Benign
49272,443,3,1400,0,0.002469,Benign
443,49272,1,52,1,0.000811,Benign
49272,443,1,1400,0,0.003034,Benign
49272,443,3,1400,0,0.003149,Benign
443,49272,1,52,1,0.000835,Benign
49272,443,3,1400,0,0.000126,Benign
49272,443,1,1400,0,0.001679,Benign
443,49272,1,52,1,0.000803,Benign
49272,443,3,1400,0,0.000263,Benign
49272,443,3,1400,0,0.0227,Benign
443,49272,1,52,1,0.000795,Benign
49272,443,1,1400,0,0.001196,Benign
49272,443,1,1400,0,0.002192,Benign
443,49272,1,52,1,0.000774,Benign
49272,443,3,94,0,0.000055,Benign
443,49272,3,595,1,0.011374,Benign
443,49272,3,952,1,0.000012,Benign
443,49272,1,1400,1,0.000776,Benign
443,49272,1,53,1,0.000031,Benign
443,49272,1,1400,1,0.000014,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,3,724,1,0.000002,Benign
443,49272,1,1400,1,0.000249,Benign
443,49272,3,1400,1,0.000005,Benign
443,49272,1,54,1,0.000002,Benign
443,49272,1,1400,1,0.000011,Benign
443,49272,3,126,1,0.000002,Benign
49272,443,1,64,0,0.000925,Benign
49272,443,1,64,0,0.000845,Benign
49272,443,1,64,0,0.001636,Benign
49272,443,1,52,0,0.001677,Benign
49272,443,1,52,0,0.002136,Benign
49272,443,1,52,0,0.000633,Benign
49272,443,1,52,0,0.000423,Benign
49272,443,1,52,0,0.000312,Benign
49272,443,1,52,0,0.000055,Benign
49272,443,1,52,0,0.002247,Benign
49272,443,1,52,0,0.000055,Benign
49272,443,1,64,0,0.000033,Benign
49272,443,1,64,0,0.00003,Benign
443,49272,1,92,1,0.00432,Benign
49272,443,1,52,0,0.001716,Benign
443,49272,1,1400,1,0.034543,Benign
443,49272,3,971,1,0.000051,Benign
443,49272,3,889,1,0.000003,Benign
49272,443,1,52,0,0.004356,Benign
49272,443,1,52,0,0.000503,Benign
49272,443,1,52,0,0.000102,Benign
443,49272,3,418,1,0.046592,Benign
443,49272,1,1400,1,0.000025,Benign
443,49272,3,60,1,0.000002,Benign
443,49272,3,428,1,0.000004,Benign
49272,443,1,52,0,0.002416,Benign
49272,443,1,52,0,0.000311,Benign
49272,443,1,52,0,0.000056,Benign
49272,443,1,52,0,0.000326,Benign
443,49272,3,134,1,0.166419,Benign
443,49272,3,98,1,0.000013,Benign
49272,443,1,52,0,0.003027,Benign
49272,443,1,60,0,0.114819,Benign
443,49272,1,60,1,0.000904,Benign
49272,443,1,52,0,0.001805,Benign
443,49272,1,1400,1,0.007457,Benign
443,49272,3,757,1,0.000008,Benign
443,49272,1,1400,1,0.00001,Benign
443,49272,3,59,1,0.000001,Benign
443,49272,1,1400,1,0.000004,Benign
443,49272,3,1400,1,0.000017,Benign
443,49272,3,1024,1,0.000002,Benign
443,49272,1,1400,1,0.000235,Benign
443,49272,3,1400,1,0.000004,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,167,1,0.000001,Benign
443,49272,1,1400,1,0.000008,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,125,1,0.000001,Benign
443,49272,1,1400,1,0.000123,Benign
443,49272,3,1400,1,0.000003,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,125,1,0.000001,Benign
443,49272,1,1400,1,0.000006,Benign
443,49272,3,226,1,0.000001,Benign
443,49272,3,454,1,0.000003,Benign
443,49272,1,1400,1,0.000131,Benign
443,49272,3,126,1,0.000002,Benign
49272,443,3,464,0,0.000793,Benign
443,49272,1,52,1,0.000719,Benign
49272,443,1,52,0,0.00009,Benign
443,49272,3,274,1,0.000563,Benign
49272,443,3,585,0,0.000255,Benign
443,49272,3,626,1,0.001158,Benign
443,49272,3,316,1,0.000107,Benign
49272,443,1,52,0,0.000267,Benign
49272,443,1,52,0,0.000333,Benign
443,49272,1,1400,1,0.000104,Benign
443,49272,1,1400,1,0.000011,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,55,1,0.000002,Benign
443,49272,1,1400,1,0.000013,Benign
443,49272,3,126,1,0.000001,Benign
49272,443,1,52,0,0.000354,Benign
49272,443,1,52,0,0.001083,Benign
49272,443,1,52,0,0.000194,Benign
49272,443,1,52,0,0.000092,Benign
49272,443,1,52,0,0.001151,Benign
49272,443,1,52,0,0.000056,Benign
49272,443,1,52,0,0.000436,Benign
49272,443,1,52,0,0.00085,Benign
49272,443,1,52,0,0.001007,Benign
443,49272,1,126,1,0.002302,Benign
49272,443,1,52,0,0.000671,Benign
49272,443,1,52,0,0.000055,Benign
49272,443,1,52,0,0.000933,Benign
49272,443,1,52,0,0.000999,Benign
49272,443,3,585,0,0.002117,Benign
49272,443,1,52,0,0.0005,Benign
443,49272,1,52,1,0.000183,Benign
49272,443,1,52,0,0.000797,Benign
49272,443,1,52,0,0.000601,Benign
49272,443,1,52,0,0.000332,Benign
49272,443,1,52,0,0.000075,Benign
49272,443,1,52,0,0.000816,Benign
443,49272,3,120,1,0.000114,Benign
443,49272,1,1400,1,0.000017,Benign
443,49272,3,1400,1,0.00005,Benign
443,49272,3,1400,1,0.000003,Benign
443,49272,3,1045,1,0.000002,Benign
443,49272,1,1400,1,0.000005,Benign
443,49272,3,1321,1,0.000043,Benign
443,49272,1,1400,1,0.000009,Benign
443,49272,3,126,1,0.000002,Benign
49272,443,1,52,0,0.00022,Benign
49272,443,1,52,0,0.000536,Benign
49272,443,1,52,0,0.000051,Benign
49272,443,1,52,0,0.000403,Benign
49272,443,1,64,0,0.009006,Benign
49272,443,1,64,0,0.000959,Benign
49272,443,1,64,0,0.000835,Benign
49272,443,1,64,0,0.000773,Benign
49272,443,1,52,0,0.000941,Benign
49272,443,1,52,0,0.000984,Benign
49272,443,1,52,0,0.000841,Benign
49272,443,1,64,0,0.000933,Benign
49272,443,1,52,0,0.000932,Benign
49272,443,1,52,0,0.000924,Benign
49272,443,1,52,0,0.000296,Benign
49272,443,1,52,0,0.000051,Benign
49272,443,1,52,0,0.000273,Benign
49272,443,1,52,0,0.000062,Benign
49272,443,1,52,0,0.000258,Benign
49272,443,1,52,0,0.000275,Benign
49272,443,3,136,0,0.000279,Benign
443,49272,1,52,1,0.000718,Benign
443,49272,3,223,1,0.00002,Benign
49272,443,1,52,0,0.042999,Benign
49272,443,3,577,0,0.047662,Benign
443,49272,3,629,1,0.001689,Benign
443,49272,1,1400,1,0.000027,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,834,1,0.000002,Benign
443,49272,1,1400,1,0.000008,Benign
443,49272,3,126,1,0.000002,Benign
49272,443,1,52,0,0.002851,Benign
49272,443,1,52,0,0.000753,Benign
49272,443,1,52,0,0.000216,Benign
49272,443,1,52,0,0.000248,Benign
49272,443,1,52,0,0.000296,Benign
49272,443,1,52,0,0.000246,Benign
49272,443,1,52,0,0.000202,Benign
49272,443,1,60,0,0.006839,Benign
443,49272,1,60,1,0.000977,Benign
49272,443,1,52,0,0.001982,Benign
49272,443,1,60,0,0.004452,Benign
443,49272,1,60,1,0.000793,Benign
49272,443,1,52,0,0.003854,Benign
443,49272,3,566,1,0.021434,Benign
443,49272,3,808,1,0.000019,Benign
443,49272,1,1400,1,0.000014,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,3,723,1,0.000002,Benign
443,49272,1,1400,1,0.000037,Benign
443,49272,3,226,1,0.000002,Benign
443,49272,1,1400,1,0.000013,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1372,1,0.000011,Benign
443,49272,1,1400,1,0.00017,Benign
443,49272,3,1400,1,0.000004,Benign
443,49272,3,388,1,0.000001,Benign
443,49272,1,1400,1,0.000008,Benign
443,49272,3,126,1,0.000001,Benign
49272,443,1,52,0,0.005235,Benign
49272,443,1,52,0,0.002167,Benign
49272,443,1,52,0,0.001043,Benign
49272,443,1,52,0,0.000218,Benign
49272,443,1,52,0,0.00008,Benign
49272,443,1,52,0,0.000265,Benign
49272,443,1,52,0,0.000217,Benign
49272,443,1,52,0,0.003766,Benign
49272,443,1,52,0,0.003714,Benign
49272,443,1,52,0,0.000954,Benign
49272,443,1,52,0,0.000919,Benign
49272,443,1,52,0,0.001903,Benign
49272,443,1,52,0,0.001014,Benign
49272,443,1,52,0,0.000921,Benign
49272,443,1,52,0,0.000856,Benign
49272,443,1,52,0,0.000921,Benign
49272,443,3,449,0,0.006095,Benign
443,49272,1,52,1,0.000803,Benign
443,49272,3,274,1,0.000729,Benign
49272,443,3,449,0,0.004581,Benign
49272,443,1,52,0,0.000207,Benign
443,49272,1,52,1,0.000476,Benign
443,49272,3,274,1,0.00057,Benign
49272,443,1,52,0,0.001573,Benign
49272,443,1,52,0,0.00507,Benign
49272,443,3,577,0,0.003662,Benign
443,49272,3,629,1,0.001265,Benign
443,49272,1,1400,1,0.000026,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,742,1,0.000002,Benign
443,49272,1,1400,1,0.000008,Benign
443,49272,3,126,1,0.000001,Benign
49272,443,3,585,0,0.00071,Benign
49272,443,3,136,0,0.000398,Benign
443,49272,1,52,1,0.000833,Benign
443,49272,3,627,1,0.000012,Benign
443,49272,3,223,1,0.000077,Benign
443,49272,1,1400,1,0.000736,Benign
443,49272,1,1400,1,0.000008,Benign
443,49272,1,54,1,0.000002,Benign
443,49272,1,1400,1,0.000012,Benign
443,49272,1,126,1,0.000002,Benign
49272,443,3,142,0,0.001044,Benign
443,49272,3,223,1,0.000743,Benign
49272,443,1,52,0,0.001928,Benign
49272,443,1,52,0,0.000541,Benign
49272,443,1,52,0,0.000534,Benign
49272,443,1,52,0,0.00021,Benign
49272,443,1,52,0,0.000321,Benign
49272,443,1,52,0,0.000092,Benign
49272,443,1,52,0,0.001905,Benign
49272,443,1,64,0,0.000054,Benign
49272,443,1,64,0,0.00004,Benign
49272,443,1,64,0,0.000029,Benign
49272,443,1,64,0,0.000028,Benign
49272,443,1,72,0,0.002073,Benign
49272,443,1,64,0,0.000051,Benign
443,49272,1,1109,1,0.004296,Benign
49272,443,1,52,0,0.008041,Benign
49272,443,1,52,0,0.021143,Benign
49272,443,1,60,0,0.02632,Benign
443,49272,1,60,1,0.000931,Benign
49272,443,1,52,0,0.002024,Benign
49272,443,3,439,0,0.002007,Benign
443,49272,1,52,1,0.000806,Benign
443,49272,3,268,1,0.000591,Benign
443,49272,3,126,1,0.000016,Benign
49272,443,3,162,0,0.001628,Benign
443,49272,3,83,1,0.000829,Benign
49272,443,1,52,0,0.001459,Benign
49272,443,1,52,0,0.000811,Benign
49272,443,3,136,0,0.000207,Benign
49272,443,1,1400,0,0.000801,Benign
