Source,Destination,Protocol,Length,Type,Duration,Label
37451,1337,1,52,0,0.1119,Trojan
37451,1337,1,88,0,10.333214,Trojan
1337,37451,1,52,1,0.19543,Trojan
1337,37451,1,59,1,1.359418,Trojan
37451,1337,1,52,0,0.09996,Trojan
37451,1337,1,88,0,10.631614,Trojan
1337,37451,1,52,1,0.205475,Trojan
1337,37451,1,59,1,1.062664,Trojan
37451,1337,1,52,0,0.072423,Trojan
1337,37451,1,65,1,5.255781,Trojan
37451,1337,1,52,0,0.067881,Trojan
37451,1337,1,202,0,0.128358,Trojan
1337,37451,1,52,1,0.209991,Trojan
37451,1337,1,88,0,2.2916,Trojan
1337,37451,1,52,1,0.208113,Trojan
1337,37451,1,59,1,3.766202,Trojan
37451,1337,1,52,0,0.054122,Trojan
37451,1337,1,88,0,4.194296,Trojan
1337,37451,1,52,1,0.203839,Trojan
1337,37451,1,59,1,7.54803,Trojan
37451,1337,1,52,0,0.033795,Trojan
37451,1337,1,88,0,2.741605,Trojan
1337,37451,1,52,1,0.208576,Trojan
1337,37451,1,59,1,9.023543,Trojan
37451,1337,1,52,0,0.109784,Trojan
37451,1337,1,88,0,2.844093,Trojan
1337,37451,1,52,1,0.210286,Trojan
1337,37451,1,59,1,8.827823,Trojan
37451,1337,1,52,0,0.099075,Trojan
37451,1337,1,88,0,4.086629,Trojan
1337,37451,1,52,1,0.223531,Trojan
1337,37451,1,59,1,7.590866,Trojan
37451,1337,1,52,0,0.079783,Trojan
37451,1337,1,88,0,6.361468,Trojan
1337,37451,1,52,1,0.198585,Trojan
1337,37451,1,59,1,5.360012,Trojan
37451,1337,1,52,0,0.062692,Trojan
37451,1337,1,88,0,9.293629,Trojan
1337,37451,1,52,1,0.206268,Trojan
1337,37451,1,59,1,2.439112,Trojan
37451,1337,1,52,0,0.041641,Trojan
1337,37451,1,105,1,7.655543,Trojan
37451,1337,1,52,0,0.113547,Trojan
37451,1337,1,88,0,1.712642,Trojan
1337,37451,1,52,1,0.209487,Trojan
1337,37451,1,59,1,2.265511,Trojan
37451,1337,1,52,0,0.112974,Trojan
37451,1337,1,88,0,5.02105,Trojan
1337,37451,1,52,1,0.209222,Trojan
1337,37451,1,59,1,6.657081,Trojan
37451,1337,1,52,0,0.106866,Trojan
37451,1337,1,88,0,3.295985,Trojan
1337,37451,1,52,1,0.206578,Trojan
1337,37451,1,59,1,8.401064,Trojan
37451,1337,1,52,0,0.078934,Trojan
1337,37451,1,65,1,0.437854,Trojan
37451,1337,1,52,0,0.073322,Trojan
37451,1337,1,217,0,0.047115,Trojan
1337,37451,1,52,1,0.21119,Trojan
37451,1337,1,88,0,0.737984,Trojan
1337,37451,1,52,1,0.214931,Trojan
37451,1337,1,88,0,7.360222,Trojan
1337,37451,1,52,1,0.202011,Trojan
1337,37451,1,59,1,2.625493,Trojan
37451,1337,1,52,0,0.071452,Trojan
37451,1337,1,88,0,7.179191,Trojan
1337,37451,1,52,1,0.202154,Trojan
1337,37451,1,59,1,4.547333,Trojan
37451,1337,1,52,0,0.051397,Trojan
37451,1337,1,88,0,6.982171,Trojan
1337,37451,1,52,1,0.203497,Trojan
1337,37451,1,59,1,4.763416,Trojan
37451,1337,1,52,0,0.03116,Trojan
37451,1337,1,1401,0,6.016324,Trojan
443,37451,5,576,1,0.00004,Trojan
37451,1337,1,1401,0,0.001281,Trojan
443,37451,5,576,1,0.000028,Trojan
37451,1337,1,307,0,0.000024,Trojan
1337,37451,1,64,1,0.00087,Trojan
37451,1337,1,1400,0,0.00096,Trojan
37451,1337,1,1400,0,0.000385,Trojan
37451,1337,1,54,0,0.00025,Trojan
1337,37451,1,64,1,0.000189,Trojan
1337,37451,1,64,1,0.000223,Trojan
1337,37451,1,52,1,0.000032,Trojan
1337,37451,1,52,1,0.000383,Trojan
37451,1337,1,88,0,1.957218,Trojan
1337,37451,1,52,1,0.208384,Trojan
1337,37451,1,59,1,3.783799,Trojan
37451,1337,1,52,0,0.113837,Trojan
1337,37451,1,83,1,1.833352,Trojan
37451,1337,1,52,0,0.109986,Trojan
37451,1337,1,88,0,3.168743,Trojan
1337,37451,1,52,1,0.209204,Trojan
1337,37451,1,59,1,6.562876,Trojan
37451,1337,1,52,0,0.096287,Trojan
37451,1337,1,88,0,1.535027,Trojan
1337,37451,1,52,1,0.212426,Trojan
1337,37451,1,59,1,10.156917,Trojan
37451,1337,1,52,0,0.078174,Trojan
37451,1337,1,88,0,0.33147,Trojan
1337,37451,1,52,1,0.214411,Trojan
1337,37451,1,59,1,11.383003,Trojan
37451,1337,1,52,0,0.051675,Trojan
37451,1337,1,88,0,0.706159,Trojan
1337,37451,1,52,1,0.203306,Trojan
1337,37451,1,59,1,11.031304,Trojan
37451,1337,1,52,0,0.040044,Trojan
37451,1337,1,88,0,2.117623,Trojan
1337,37451,1,52,1,0.217131,Trojan
1337,37451,1,59,1,9.626225,Trojan
37451,1337,1,52,0,0.123589,Trojan
37451,1337,1,88,0,4.11924,Trojan
1337,37451,1,52,1,0.208325,Trojan
1337,37451,1,59,1,7.551233,Trojan
37451,1337,1,52,0,0.102381,Trojan
37451,1337,1,88,0,7.190016,Trojan
1337,37451,1,52,1,0.21915,Trojan
1337,37451,1,59,1,4.484243,Trojan
37451,1337,1,52,0,0.086422,Trojan
37451,1337,1,88,0,10.55781,Trojan
1337,37451,1,52,1,0.199874,Trojan
1337,37451,1,59,1,1.156379,Trojan
37451,1337,1,52,0,0.067455,Trojan
1337,37451,1,65,1,10.213503,Trojan
37451,1337,1,52,0,0.129942,Trojan
37451,1337,1,99,0,0.309925,Trojan
1337,37451,1,52,1,0.20025,Trojan
37451,1337,1,131,0,0.85898,Trojan
1337,37451,1,52,1,0.203478,Trojan
1337,37451,1,59,1,0.015859,Trojan
37451,1337,1,52,0,0.049985,Trojan
37451,1337,1,88,0,0.77583,Trojan
1337,37451,1,52,1,0.206099,Trojan
37451,1337,1,88,0,7.315995,Trojan
1337,37451,1,52,1,0.214511,Trojan
1337,37451,1,59,1,3.44818,Trojan
37451,1337,1,52,0,0.122581,Trojan
37451,1337,1,88,0,6.291675,Trojan
1337,37451,1,52,1,0.200219,Trojan
1337,37451,1,59,1,5.375441,Trojan
37451,1337,1,52,0,0.115567,Trojan
37451,1337,1,88,0,6.074161,Trojan
1337,37451,1,52,1,0.216122,Trojan
1337,37451,1,59,1,5.598183,Trojan
37451,1337,1,52,0,0.092259,Trojan
37451,1337,1,88,0,7.054012,Trojan
1337,37451,1,52,1,0.209349,Trojan
1337,37451,1,59,1,4.640144,Trojan
37451,1337,1,52,0,0.07508,Trojan
37451,1337,1,88,0,9.155703,Trojan
1337,37451,1,52,1,0.206252,Trojan
1337,37451,1,59,1,2.563168,Trojan
37451,1337,1,52,0,0.058648,Trojan
37451,1337,1,88,0,11.67048,Trojan
1337,37451,1,52,1,0.207891,Trojan
1337,37451,1,59,1,0.063006,Trojan
37451,1337,1,52,0,0.039219,Trojan
1337,37451,1,59,1,11.961375,Trojan
37451,1337,1,52,0,0.100878,Trojan
37451,1337,1,88,0,2.504771,Trojan
1337,37451,1,52,1,0.205508,Trojan
1337,37451,1,59,1,9.199719,Trojan
37451,1337,1,52,0,0.091604,Trojan
37451,1337,1,88,0,6.290094,Trojan
1337,37451,1,52,1,0.200076,Trojan
1337,37451,1,65,1,0.188299,Trojan
37451,1337,1,52,0,0.079297,Trojan
1337,37451,1,65,1,3.19554,Trojan
37451,1337,1,52,0,0.082032,Trojan
37451,1337,1,99,0,0.027894,Trojan
1337,37451,1,52,1,0.208356,Trojan
1337,37451,1,59,1,1.625385,Trojan
37451,1337,1,52,0,0.122103,Trojan
37451,1337,1,88,0,2.354368,Trojan
1337,37451,1,52,1,0.211009,Trojan
37451,1337,1,88,0,8.065521,Trojan
1337,37451,1,52,1,0.199548,Trojan
1337,37451,1,59,1,1.046503,Trojan
37451,1337,1,52,0,0.061798,Trojan
37451,1337,1,88,0,9.336135,Trojan
1337,37451,1,52,1,0.21193,Trojan
1337,37451,1,59,1,2.390991,Trojan
37451,1337,1,52,0,0.042237,Trojan
37451,1337,1,88,0,9.506032,Trojan
1337,37451,1,52,1,0.201662,Trojan
1337,37451,1,59,1,2.25045,Trojan
37451,1337,1,52,0,0.125454,Trojan
37451,1337,1,88,0,10.61601,Trojan
1337,37451,1,52,1,0.211439,Trojan
1337,37451,1,59,1,1.046716,Trojan
37451,1337,1,52,0,0.111414,Trojan
1337,37451,1,59,1,11.888524,Trojan
37451,1337,1,52,0,0.102482,Trojan
37451,1337,1,88,0,0.565268,Trojan
1337,37451,1,52,1,0.207334,Trojan
1337,37451,1,59,1,11.133627,Trojan
37451,1337,1,52,0,0.013891,Trojan
37451,1337,1,88,0,3.460626,Trojan
1337,37451,1,52,1,0.204268,Trojan
1337,37451,1,59,1,8.312265,Trojan
37451,1337,1,52,0,0.051779,Trojan
37451,1337,1,88,0,6.587573,Trojan
1337,37451,1,52,1,0.203934,Trojan
1337,37451,1,59,1,5.156142,Trojan
37451,1337,1,52,0,0.032322,Trojan
37451,1337,1,88,0,10.668979,Trojan
1337,37451,1,52,1,0.205732,Trojan
1337,37451,1,59,1,1.094202,Trojan
37451,1337,1,52,0,0.002064,Trojan
37451,1337,1,129,0,3.232039,Trojan
1337,37451,1,52,1,0.202286,Trojan
37451,1337,1,1400,0,3.533973,Trojan
37451,1337,1,1400,0,0.000274,Trojan
37451,1337,1,309,0,0.000056,Trojan
1337,37451,1,52,1,0.000947,Trojan
1337,37451,1,52,1,0.000352,Trojan
37451,1337,1,126,0,1.131111,Trojan
1337,37451,1,52,1,0.20816,Trojan
1337,37451,1,59,1,3.687781,Trojan
37451,1337,1,52,0,0.004402,Trojan
37451,1337,1,130,0,1.115504,Trojan
1337,37451,1,52,1,0.20786,Trojan
37451,1337,1,88,0,1.238276,Trojan
1337,37451,1,52,1,0.199719,Trojan
37451,1337,1,131,0,3.340412,Trojan
1337,37451,1,52,1,0.206475,Trojan
37451,1337,1,129,0,4.860602,Trojan
1337,37451,1,52,1,0.201617,Trojan
1337,37451,1,59,1,0.625495,Trojan
37451,1337,1,52,0,0.069708,Trojan
37451,1337,1,130,0,4.033274,Trojan
1337,37451,1,52,1,0.208879,Trojan
37451,1337,1,88,0,2.680096,Trojan
1337,37451,1,52,1,0.210646,Trojan
37451,1337,1,128,0,2.016436,Trojan
1337,37451,1,52,1,0.202093,Trojan
1337,37451,1,59,1,2.578764,Trojan
37451,1337,1,52,0,0.059251,Trojan
37451,1337,1,129,0,2.113302,Trojan
1337,37451,1,52,1,0.202281,Trojan
37451,1337,1,130,0,4.824884,Trojan
1337,37451,1,52,1,0.206311,Trojan
37451,1337,1,88,0,4.48615,Trojan
1337,37451,1,59,1,0.116727,Trojan
37451,1337,1,52,0,0.032904,Trojan
37451,1337,1,130,0,0.16453,Trojan
1337,37451,1,52,1,0.2151,Trojan
37451,1337,1,129,0,4.711902,Trojan
1337,37451,1,52,1,0.210304,Trojan
37451,1337,1,129,0,4.790084,Trojan
1337,37451,1,52,1,0.198281,Trojan
1337,37451,1,59,1,1.682439,Trojan
37451,1337,1,52,0,0.100523,Trojan
37451,1337,1,130,0,3.044451,Trojan
1337,37451,1,52,1,0.264027,Trojan
37451,1337,1,88,0,1.142064,Trojan
1337,37451,1,52,1,0.24478,Trojan
37451,1337,1,129,0,3.338651,Trojan
1337,37451,1,52,1,0.210275,Trojan
1337,37451,1,59,1,3.615331,Trojan
37451,1337,1,52,0,0.032108,Trojan
37451,1337,1,129,0,1.15347,Trojan
1337,37451,1,52,1,0.199274,Trojan
37451,1337,1,130,0,4.801381,Trojan
1337,37451,1,52,1,0.198664,Trojan
37451,1337,1,88,0,3.71635,Trojan
1337,37451,1,52,1,0.204818,Trojan
37451,1337,1,130,0,0.86298,Trojan
1337,37451,1,52,1,0.199462,Trojan
1337,37451,1,59,1,0.615903,Trojan
37451,1337,1,52,0,0.015744,Trojan
37451,1337,1,129,0,4.184749,Trojan
1337,37451,1,52,1,0.215568,Trojan
37451,1337,1,129,0,4.881992,Trojan
1337,37451,1,52,1,0.205404,Trojan
37451,1337,1,129,0,12.399612,Trojan
37451,1337,1,129,0,7.72258,Trojan
37451,1337,1,129,0,15.392398,Trojan
37451,1337,1,129,0,30.795472,Trojan
37451,1337,1,60,0,79.492416,Trojan
1337,37451,1,60,1,0.018288,Trojan
37451,1337,1,52,0,0.01213,Trojan
37451,1337,1,1400,0,1.090238,Trojan
37451,1337,1,1400,0,0.001101,Trojan
37451,1337,1,356,0,0.000057,Trojan
1337,37451,1,52,1,0.00097,Trojan
1337,37451,1,59,1,2.424931,Trojan
37451,1337,1,52,0,0.117476,Trojan
37451,1337,1,1400,0,2.478992,Trojan
37451,1337,1,1400,0,0.001114,Trojan
37451,1337,1,309,0,0.000056,Trojan
1337,37451,1,52,1,0.002138,Trojan
1337,37451,1,59,1,9.40805,Trojan
37451,1337,1,52,0,0.079785,Trojan
37451,1337,1,88,0,2.038775,Trojan
1337,37451,1,52,1,0.217048,Trojan
37451,1337,1,88,0,0.026852,Trojan
1337,37451,1,64,1,0.000894,Trojan
1337,37451,1,59,1,9.628836,Trojan
37451,1337,1,52,0,0.067069,Trojan
37451,1337,1,88,0,8.981571,Trojan
1337,37451,1,52,1,0.201137,Trojan
1337,37451,1,59,1,2.765754,Trojan
37451,1337,1,52,0,0.032884,Trojan
1337,37451,1,59,1,11.96752,Trojan
37451,1337,1,52,0,0.153402,Trojan
37451,1337,1,88,0,3.397723,Trojan
1337,37451,1,52,1,0.213671,Trojan
1337,37451,1,59,1,8.243908,Trojan
37451,1337,1,52,0,0.09,Trojan
1337,37451,1,65,1,5.901185,Trojan
37451,1337,1,52,0,0.038068,Trojan
37451,1337,1,196,0,0.864062,Trojan
1337,37451,1,52,1,0.206205,Trojan
37451,1337,1,88,0,0.598283,Trojan
1337,37451,1,52,1,0.198954,Trojan
1337,37451,1,59,1,4.109539,Trojan
37451,1337,1,52,0,0.06468,Trojan
37451,1337,1,88,0,2.907835,Trojan
1337,37451,1,52,1,0.199167,Trojan
1337,37451,1,59,1,8.831428,Trojan
37451,1337,1,52,0,0.041723,Trojan
37451,1337,1,88,0,1.027079,Trojan
1337,37451,1,52,1,0.209584,Trojan
1337,37451,1,59,1,10.718974,Trojan
37451,1337,1,52,0,0.127149,Trojan
37451,1337,1,88,0,0.615708,Trojan
1337,37451,1,52,1,0.209644,Trojan
1337,37451,1,59,1,11.055311,Trojan
37451,1337,1,52,0,0.101037,Trojan
37451,1337,1,88,0,1.505083,Trojan
1337,37451,1,52,1,0.214049,Trojan
1337,37451,1,65,1,5.765377,Trojan
37451,1337,1,52,0,0.018986,Trojan
37451,1337,1,198,0,0.750833,Trojan
1337,37451,1,52,1,0.216213,Trojan
37451,1337,1,88,0,2.334035,Trojan
1337,37451,1,52,1,0.211104,Trojan
1337,37451,1,59,1,0.875322,Trojan
37451,1337,1,52,0,0.076717,Trojan
37451,1337,1,88,0,7.389634,Trojan
1337,37451,1,52,1,0.205354,Trojan
1337,37451,1,59,1,4.328537,Trojan
37451,1337,1,52,0,0.07108,Trojan
37451,1337,1,88,0,6.243562,Trojan
1337,37451,1,52,1,0.216323,Trojan
1337,37451,1,59,1,5.46925,Trojan
37451,1337,1,52,0,0.053153,Trojan
37451,1337,1,88,0,6.479931,Trojan
1337,37451,1,52,1,0.216537,Trojan
1337,37451,1,118,1,2.126048,Trojan
37451,1337,1,52,0,0.086324,Trojan
37451,1337,1,60,0,0.510252,Trojan
1337,37451,1,60,1,0.000972,Trojan
37451,1337,1,52,0,0.010464,Trojan
37451,1337,1,119,0,0.024316,Trojan
37451,1337,1,109,0,0.04695,Trojan
1337,37451,1,52,1,0.162904,Trojan
37451,1337,1,119,0,0.024535,Trojan
1337,37451,1,64,1,0.000912,Trojan
1337,37451,1,52,1,0.021893,Trojan
1337,37451,1,59,1,0.265551,Trojan
37451,1337,1,52,0,0.053252,Trojan
37451,1337,1,1401,0,0.115786,Trojan
443,37451,5,576,1,0.000035,Trojan
37451,1337,1,1401,0,0.000767,Trojan
443,37451,5,576,1,0.000028,Trojan
37451,1337,1,1401,0,0.000216,Trojan
443,37451,5,576,1,0.000028,Trojan
37451,1337,1,1401,0,0.000028,Trojan
443,37451,5,576,1,0.000016,Trojan
37451,1337,1,1401,0,0.00002,Trojan
443,37451,5,576,1,0.000012,Trojan
37451,1337,1,1401,0,0.000406,Trojan
443,37451,5,576,1,0.000041,Trojan
37451,1337,1,1401,0,0.000026,Trojan
443,37451,5,576,1,0.000013,Trojan
37451,1337,1,1401,0,0.000021,Trojan
443,37451,5,576,1,0.000012,Trojan
37451,1337,1,1401,0,0.00002,Trojan
443,37451,5,576,1,0.000011,Trojan
37451,1337,1,1401,0,0.000312,Trojan
443,37451,5,576,1,0.000028,Trojan
37451,1337,1,1400,0,0.002309,Trojan
37451,1337,1,1400,0,0.000664,Trojan
37451,1337,1,54,0,0.000055,Trojan
37451,1337,1,1400,0,0.000037,Trojan
37451,1337,1,1400,0,0.000275,Trojan
37451,1337,1,54,0,0.000055,Trojan
37451,1337,1,1400,0,0.000037,Trojan
37451,1337,1,1400,0,0.000213,Trojan
37451,1337,1,54,0,0.000053,Trojan
1337,37451,1,52,1,0.000185,Trojan
37451,1337,1,1400,0,0.00012,Trojan
1337,37451,1,52,1,0.000137,Trojan
1337,37451,1,52,1,0.000341,Trojan
1337,37451,1,52,1,0.000551,Trojan
37451,1337,1,1400,0,0.001007,Trojan
37451,1337,1,54,0,0.000334,Trojan
37451,1337,1,1400,0,0.000222,Trojan
37451,1337,1,1400,0,0.000394,Trojan
37451,1337,1,1400,0,0.000222,Trojan
1337,37451,1,52,1,0.000079,Trojan
37451,1337,1,1400,0,0.000616,Trojan
37451,1337,1,1400,0,0.000059,Trojan
1337,37451,1,52,1,0.000094,Trojan
37451,1337,1,1400,0,0.000128,Trojan
1337,37451,1,64,1,0.00002,Trojan
37451,1337,1,54,0,0.000018,Trojan
37451,1337,1,1400,0,0.000102,Trojan
37451,1337,1,1400,0,0.00005,Trojan
37451,1337,1,1400,0,0.000219,Trojan
37451,1337,1,1400,0,0.000214,Trojan
1337,37451,1,64,1,0.000118,Trojan
1337,37451,1,64,1,0.000012,Trojan
37451,1337,1,1400,0,0.000106,Trojan
1337,37451,1,64,1,0.000001,Trojan
37451,1337,1,1400,0,0.000037,Trojan
1337,37451,1,52,1,0.000028,Trojan
37451,1337,1,1400,0,0.000004,Trojan
1337,37451,1,52,1,0,Trojan
37451,1337,1,1400,0,0.000032,Trojan
1337,37451,1,52,1,0.000189,Trojan
37451,1337,1,1400,0,0.000251,Trojan
1337,37451,1,52,1,0.000209,Trojan
1337,37451,1,52,1,0.000482,Trojan
37451,1337,1,1400,0,0.001818,Trojan
37451,1337,1,1400,0,0.000398,Trojan
37451,1337,1,1400,0,0.000302,Trojan
37451,1337,1,1400,0,0.000197,Trojan
1337,37451,1,52,1,0.000311,Trojan
1337,37451,1,52,1,0.000309,Trojan
37451,1337,1,1400,0,0.000048,Trojan
37451,1337,1,1400,0,0.000064,Trojan
37451,1337,1,1400,0,0.000445,Trojan
37451,1337,1,1400,0,0.000061,Trojan
1337,37451,1,52,1,0.000346,Trojan
37451,1337,1,1400,0,0.000009,Trojan
1337,37451,1,52,1,0.000467,Trojan
37451,1337,1,1400,0,0.000116,Trojan
37451,1337,1,1400,0,0.000346,Trojan
37451,1337,1,1400,0,0.00006,Trojan
37451,1337,1,1400,0,0.000038,Trojan
37451,1337,1,1400,0,0.00009,Trojan
37451,1337,1,1400,0,0.000215,Trojan
1337,37451,1,52,1,0.000036,Trojan
37451,1337,1,1400,0,0.000086,Trojan
1337,37451,1,52,1,0.000222,Trojan
37451,1337,1,1400,0,0.000058,Trojan
37451,1337,1,1400,0,0.000053,Trojan
37451,1337,1,1400,0,0.000042,Trojan
1337,37451,1,52,1,0.000131,Trojan
37451,1337,1,1400,0,0.000118,Trojan
37451,1337,1,1400,0,0.000044,Trojan
37451,1337,1,1400,0,0.00003,Trojan
1337,37451,1,52,1,0.000113,Trojan
37451,1337,1,1400,0,0.000085,Trojan
37451,1337,1,712,0,0.00021,Trojan
1337,37451,1,52,1,0.000065,Trojan
1337,37451,1,52,1,0.000036,Trojan
1337,37451,1,52,1,0.000257,Trojan
1337,37451,1,52,1,0.000174,Trojan
37451,1337,1,1400,0,0.08194,Trojan
37451,1337,1,1400,0,0.000058,Trojan
37451,1337,1,1400,0,0.000209,Trojan
37451,1337,1,1400,0,0.000062,Trojan
37451,1337,1,1400,0,0.000041,Trojan
37451,1337,1,1400,0,0.000178,Trojan
1337,37451,1,52,1,0.000112,Trojan
37451,1337,1,1400,0,0.000138,Trojan
37451,1337,1,1400,0,0.00004,Trojan
1337,37451,1,52,1,0.00005,Trojan
1337,37451,1,52,1,0.000095,Trojan
37451,1337,1,1400,0,0.00035,Trojan
37451,1337,1,1400,0,0.000052,Trojan
1337,37451,1,52,1,0.000096,Trojan
37451,1337,1,1400,0,0.000114,Trojan
37451,1337,1,1400,0,0.000114,Trojan
37451,1337,1,1400,0,0.000049,Trojan
1337,37451,1,52,1,0.000329,Trojan
37451,1337,1,1400,0,0.000037,Trojan
37451,1337,1,1400,0,0.000056,Trojan
37451,1337,1,1400,0,0.000042,Trojan
37451,1337,1,1400,0,0.000034,Trojan
1337,37451,1,52,1,0.000085,Trojan
1337,37451,1,52,1,0.000179,Trojan
1337,37451,1,52,1,0.000261,Trojan
37451,1337,1,1400,0,0.000326,Trojan
37451,1337,1,1400,0,0.000066,Trojan
37451,1337,1,1400,0,0.000256,Trojan
37451,1337,1,1400,0,0.000067,Trojan
37451,1337,1,1400,0,0.000037,Trojan
1337,37451,1,52,1,0.000107,Trojan
37451,1337,1,1400,0,0.000116,Trojan
37451,1337,1,1400,0,0.000039,Trojan
37451,1337,1,1400,0,0.000032,Trojan
1337,37451,1,52,1,0.000038,Trojan
1337,37451,1,52,1,0.000335,Trojan
1337,37451,1,52,1,0.000073,Trojan
37451,1337,1,1400,0,0.000244,Trojan
37451,1337,1,1400,0,0.000065,Trojan
37451,1337,1,1400,0,0.000042,Trojan
37451,1337,1,1400,0,0.000034,Trojan
37451,1337,1,1400,0,0.000251,Trojan
1337,37451,1,52,1,0.000104,Trojan
37451,1337,1,1400,0,0.000112,Trojan
1337,37451,1,52,1,0.00002,Trojan
37451,1337,1,1400,0,0.000019,Trojan
37451,1337,1,1400,0,0.000067,Trojan
37451,1337,1,1400,0,0.00009,Trojan
1337,37451,1,52,1,0.000227,Trojan
1337,37451,1,52,1,0.000142,Trojan
1337,37451,1,52,1,0.000257,Trojan
37451,1337,1,1400,0,0.00044,Trojan
37451,1337,1,1400,0,0.000076,Trojan
37451,1337,1,1400,0,0.00024,Trojan
37451,1337,1,1400,0,0.000212,Trojan
37451,1337,1,1400,0,0.000058,Trojan
37451,1337,1,1400,0,0.000039,Trojan
1337,37451,1,52,1,0.000133,Trojan
37451,1337,1,1400,0,0.000114,Trojan
37451,1337,1,1400,0,0.000064,Trojan
37451,1337,1,1400,0,0.000035,Trojan
1337,37451,1,52,1,0.000027,Trojan
37451,1337,1,1400,0,0.000072,Trojan
37451,1337,1,135,0,0.000034,Trojan
1337,37451,1,52,1,0.000131,Trojan
37451,1337,1,135,0,0.000106,Trojan
1337,37451,1,52,1,0.000092,Trojan
1337,37451,1,64,1,0.00019,Trojan
1337,37451,1,52,1,0.000041,Trojan
1337,37451,1,64,1,0.000005,Trojan
37451,1337,1,1400,0,0.08947,Trojan
37451,1337,1,1400,0,0.000057,Trojan
37451,1337,1,1400,0,0.000232,Trojan
37451,1337,1,1400,0,0.000098,Trojan
1337,37451,1,52,1,0.000311,Trojan
1337,37451,1,52,1,0.000297,Trojan
37451,1337,1,1400,0,0.002111,Trojan
37451,1337,1,1400,0,0.000057,Trojan
37451,1337,1,1400,0,0.00024,Trojan
37451,1337,1,1400,0,0.000074,Trojan
37451,1337,1,1400,0,0.000039,Trojan
37451,1337,1,1400,0,0.00026,Trojan
1337,37451,1,52,1,0.000023,Trojan
37451,1337,1,1400,0,0.000091,Trojan
37451,1337,1,1400,0,0.000041,Trojan
1337,37451,1,52,1,0.000082,Trojan
37451,1337,1,1400,0,0.000033,Trojan
37451,1337,1,1400,0,0.000059,Trojan
1337,37451,1,52,1,0.000197,Trojan
37451,1337,1,1400,0,0.000133,Trojan
37451,1337,1,1400,0,0.000061,Trojan
37451,1337,1,1400,0,0.00004,Trojan
1337,37451,1,52,1,0.000025,Trojan
37451,1337,1,1400,0,0.000039,Trojan
37451,1337,1,1400,0,0.000036,Trojan
1337,37451,1,52,1,0.000151,Trojan
37451,1337,1,1400,0,0.000118,Trojan
37451,1337,1,1400,0,0.000058,Trojan
37451,1337,1,1400,0,0.000037,Trojan
1337,37451,1,52,1,0.000086,Trojan
1337,37451,1,52,1,0.0002,Trojan
37451,1337,1,1400,0,0.000015,Trojan
37451,1337,1,1400,0,0.000061,Trojan
37451,1337,1,1400,0,0.000038,Trojan
1337,37451,1,52,1,0.00004,Trojan
37451,1337,1,1400,0,0.000174,Trojan
37451,1337,1,1400,0,0.00006,Trojan
37451,1337,1,1400,0,0.000037,Trojan
1337,37451,1,52,1,0.000089,Trojan
37451,1337,1,1400,0,0.000125,Trojan
1337,37451,1,52,1,0.00008,Trojan
37451,1337,1,1400,0,0.000121,Trojan
1337,37451,1,52,1,0.000026,Trojan
37451,1337,1,1400,0,0.000017,Trojan
37451,1337,1,1400,0,0.000063,Trojan
37451,1337,1,1400,0,0.000036,Trojan
37451,1337,1,1400,0,0.000121,Trojan
1337,37451,1,52,1,0.000207,Trojan
1337,37451,1,52,1,0.000104,Trojan
37451,1337,1,1400,0,0.000014,Trojan
1337,37451,1,52,1,0.000042,Trojan
37451,1337,1,1400,0,0.000048,Trojan
37451,1337,1,1400,0,0.000037,Trojan
37451,1337,1,238,0,0.00003,Trojan
1337,37451,1,52,1,0.000189,Trojan
1337,37451,1,52,1,0.000256,Trojan
1337,37451,1,52,1,0.000053,Trojan
37451,1337,1,1400,0,0.092925,Trojan
37451,1337,1,1400,0,0.000057,Trojan
37451,1337,1,1400,0,0.000182,Trojan
37451,1337,1,1400,0,0.000212,Trojan
37451,1337,1,1400,0,0.000059,Trojan
37451,1337,1,1400,0,0.000039,Trojan
1337,37451,1,52,1,0.000244,Trojan
37451,1337,1,1400,0,0.000049,Trojan
37451,1337,1,1400,0,0.000059,Trojan
1337,37451,1,52,1,0.000156,Trojan
1337,37451,1,52,1,0.000102,Trojan
37451,1337,1,1400,0,0.000085,Trojan
1337,37451,1,52,1,0.000214,Trojan
37451,1337,1,1400,0,0.000072,Trojan
37451,1337,1,1400,0,0.000052,Trojan
37451,1337,1,1400,0,0.000233,Trojan
37451,1337,1,1400,0,0.000052,Trojan
37451,1337,1,1400,0,0.000038,Trojan
37451,1337,1,1400,0,0.000125,Trojan
1337,37451,1,52,1,0.000133,Trojan
37451,1337,1,1400,0,0.000107,Trojan
37451,1337,1,1400,0,0.000042,Trojan
1337,37451,1,52,1,0.000018,Trojan
1337,37451,1,52,1,0.000143,Trojan
1337,37451,1,52,1,0.000235,Trojan
37451,1337,1,1400,0,0.000366,Trojan
37451,1337,1,1400,0,0.000078,Trojan
37451,1337,1,1400,0,0.000159,Trojan
37451,1337,1,1400,0,0.000192,Trojan
37451,1337,1,1400,0,0.00005,Trojan
37451,1337,1,1400,0,0.000151,Trojan
1337,37451,1,52,1,0.000048,Trojan
37451,1337,1,1400,0,0.000009,Trojan
37451,1337,1,1400,0,0.000085,Trojan
1337,37451,1,52,1,0.000086,Trojan
1337,37451,1,52,1,0.000168,Trojan
1337,37451,1,52,1,0.000264,Trojan
37451,1337,1,1400,0,0.000019,Trojan
